2020-04-13 17:31:18.299 [main] INFO  Query.QueryTests - Testing Boolean Query
2020-04-13 17:31:18.460 [main] INFO  Query.QueryTests - Score:3.0 business_id: RqwuaHAybTqbkmGe1RZLXQ
2020-04-13 17:31:18.460 [main] INFO  Query.QueryTests - Score:3.0 business_id: BAnkejp9fakD_S8AQBGG5Q
2020-04-13 17:31:18.461 [main] INFO  Query.QueryTests - Score:3.0 business_id: KOoAdq_lPyXLdv1GTcO-MA
2020-04-13 17:31:18.461 [main] INFO  Query.QueryTests - Score:3.0 business_id: 9eK8T1EUoCuzjsrtNa522A
2020-04-13 17:31:18.461 [main] INFO  Query.QueryTests - Score:3.0 business_id: YLCYckhafr1SzmDLNoLZvg
2020-04-13 17:31:18.462 [main] INFO  Query.QueryTests - Score:3.0 business_id: 2kN3it1GhPQeC4SNYiV3Lg
2020-04-13 17:31:18.462 [main] INFO  Query.QueryTests - Score:3.0 business_id: KVGgdv6bZ1GCNIZOY0SPag
2020-04-13 17:31:18.465 [main] INFO  Query.QueryTests - Query 10 Processing Time:2 milliseconds
2020-04-13 17:31:18.465 [main] INFO  Query.QueryTests - Score:3.0 business_id: vjTVxnsQEZ34XjYNS-XUpA
2020-04-13 17:31:18.466 [main] INFO  Query.QueryTests - Score:3.0 business_id: fnZrZlqW1Z8iWgTVDfv_MA
2020-04-13 17:31:18.466 [main] INFO  Query.QueryTests - Score:3.0 business_id: -qjn24n8HYF6It9GQrQntw
2020-04-13 17:31:18.466 [main] INFO  Query.QueryTests - Score:3.0 business_id: 7j0kor_fkeYhyEpXh4OpnQ
2020-04-13 17:31:18.466 [main] INFO  Query.QueryTests - Score:3.0 business_id: j9bWpCRwpDVfwVT_V85qeA
2020-04-13 17:31:18.467 [main] INFO  Query.QueryTests - Score:3.0 business_id: W7hCuNdn2gzehta6eSHzgQ
2020-04-13 17:31:18.467 [main] INFO  Query.QueryTests - Score:3.0 business_id: 8nP8ghEpT6WFcM6tfqAaGA
2020-04-13 17:31:18.467 [main] INFO  Query.QueryTests - Score:3.0 business_id: 0y6alZmSLnPzmG5_kP5Quw
2020-04-13 17:31:18.467 [main] INFO  Query.QueryTests - Score:3.0 business_id: 3C0bnFhjkgYP9mWORKg6cA
2020-04-13 17:31:18.468 [main] INFO  Query.QueryTests - Score:3.0 business_id: 5X7TQsA3iDbBc8yy2YkCnA
2020-04-13 17:31:18.482 [main] INFO  Query.QueryTests - Query 11 Processing Time:14 milliseconds
2020-04-13 17:31:18.483 [main] INFO  Query.QueryTests - Score:3.0 business_id: OWkS1FXNJbozn-qPg3LWxg
2020-04-13 17:31:18.483 [main] INFO  Query.QueryTests - Score:3.0 business_id: Q4AWWdBWe_ojYX1a4ffXFQ
2020-04-13 17:31:18.483 [main] INFO  Query.QueryTests - Score:3.0 business_id: UT6L3b7Zll_nvRidijiDSA
2020-04-13 17:31:18.483 [main] INFO  Query.QueryTests - Score:3.0 business_id: rcaPajgKOJC2vo_l3xa42A
2020-04-13 17:31:18.484 [main] INFO  Query.QueryTests - Score:3.0 business_id: lmxA0dJM0XsPCIHPXhEQ-g
2020-04-13 17:31:18.484 [main] INFO  Query.QueryTests - Score:3.0 business_id: BvV9SSaQhC4fvpC3XyQjjA
2020-04-13 17:31:18.484 [main] INFO  Query.QueryTests - Score:3.0 business_id: FUfANPwFtAyzVf3zF1SU5w
2020-04-13 17:31:18.484 [main] INFO  Query.QueryTests - Score:3.0 business_id: U4ncU-YfIipnTetJDZLGlw
2020-04-13 17:31:18.485 [main] INFO  Query.QueryTests - Score:3.0 business_id: nnDLapJk1z2NJE0-XzwMlQ
2020-04-13 17:31:18.485 [main] INFO  Query.QueryTests - Score:3.0 business_id: WTt8_zwy4IXaB2QnuiQP1Q
2020-04-13 17:31:18.488 [main] INFO  Query.QueryTests - Query 12 Processing Time:2 milliseconds
2020-04-13 17:31:18.488 [main] INFO  Query.QueryTests - Score:3.0 business_id: a_E-rLe2zcyX-X4FKhWWRg
2020-04-13 17:31:18.488 [main] INFO  Query.QueryTests - Score:3.0 business_id: ccQhq9pSd_5wj1yMwiM7iA
2020-04-13 17:31:18.488 [main] INFO  Query.QueryTests - Score:3.0 business_id: Hgy5MrIKrwRJDXnwKaCpbA
2020-04-13 17:31:18.488 [main] INFO  Query.QueryTests - Score:3.0 business_id: MM572Htt9k_e96IKNyCEtA
2020-04-13 17:31:18.488 [main] INFO  Query.QueryTests - Score:3.0 business_id: c7JoAt6a3Ufkpn3TrGU23A
2020-04-13 17:31:18.489 [main] INFO  Query.QueryTests - Score:3.0 business_id: ERM603jbIbNqX2c7Ww1Qiw
2020-04-13 17:31:18.489 [main] INFO  Query.QueryTests - Score:3.0 business_id: jk-eI5_D63zK-WGeWqsOHg
2020-04-13 17:31:18.489 [main] INFO  Query.QueryTests - Score:3.0 business_id: IghwtXL8ZgK2dEL62Pzhrw
2020-04-13 17:31:18.489 [main] INFO  Query.QueryTests - Score:3.0 business_id: jlviy68buL1X2UADI-Lnlw
2020-04-13 17:31:18.489 [main] INFO  Query.QueryTests - Score:3.0 business_id: Ns20WGWn6s6niKAGIQB4UQ
2020-04-13 17:31:18.512 [main] INFO  Query.QueryTests - Query 13 Processing Time:22 milliseconds
2020-04-13 17:31:18.512 [main] INFO  Query.QueryTests - Score:2.0 business_id: pQeaRpvuhoEqudo3uymHIQ
2020-04-13 17:31:18.512 [main] INFO  Query.QueryTests - Score:2.0 business_id: CsLQLiRoafpJPJSkNX2h5Q
2020-04-13 17:31:18.512 [main] INFO  Query.QueryTests - Score:2.0 business_id: vjTVxnsQEZ34XjYNS-XUpA
2020-04-13 17:31:18.512 [main] INFO  Query.QueryTests - Score:2.0 business_id: fnZrZlqW1Z8iWgTVDfv_MA
2020-04-13 17:31:18.512 [main] INFO  Query.QueryTests - Score:2.0 business_id: rVBPQdeayMYht4Uv_FOLHg
2020-04-13 17:31:18.513 [main] INFO  Query.QueryTests - Score:2.0 business_id: fhNf_sg-XzZ3e7HEVGuOZg
2020-04-13 17:31:18.513 [main] INFO  Query.QueryTests - Score:2.0 business_id: LoRef3ChgZKbxUio-sHgQg
2020-04-13 17:31:18.513 [main] INFO  Query.QueryTests - Score:2.0 business_id: Ga2Bt7xfqoggTypWD5VpoQ
2020-04-13 17:31:18.513 [main] INFO  Query.QueryTests - Score:2.0 business_id: xFc50drSPxXkcLvX5ygqrg
2020-04-13 17:31:18.513 [main] INFO  Query.QueryTests - Score:2.0 business_id: tLpkSwdtqqoXwU0JAGnApw
2020-04-13 17:31:18.516 [main] INFO  Query.QueryTests - Query 14 Processing Time:2 milliseconds
2020-04-13 17:31:18.516 [main] INFO  Query.QueryTests - Score:3.0 business_id: OcCsO9gyNkojXdQs086Urg
2020-04-13 17:31:18.516 [main] INFO  Query.QueryTests - Score:3.0 business_id: SsJAn_JvZC4cbAg_eHUGpw
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: 42DvUONuqa1mC1YbnZ0o0w
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: OvR4X_qSjkgpHdNn9w7GrQ
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: VL2C7v0Kq8ZlMQd_Wh3X3Q
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: rbbcyLXhGzIr0j4XNLdayw
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: RRTAFcRPmlLaYIDGDS7gPA
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: hWIQ6rl1uub-WVGTySvOsw
2020-04-13 17:31:18.517 [main] INFO  Query.QueryTests - Score:3.0 business_id: n3ry8GxT_Atov6GAIzRGKQ
2020-04-13 17:31:18.518 [main] INFO  Query.QueryTests - Score:3.0 business_id: gvCW53iarF1eG030zSKuRA
2020-04-13 17:31:18.524 [main] INFO  Query.QueryTests - Query 15 Processing Time:6 milliseconds
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: FrMRHhzT-qUzv1-Nh1IOjQ
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: vadTcg3fvqiXj0Bh9Lv3zg
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: 37f9w8jmMwa_QQ9GDjs7hg
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: pELYR3hDc20IwzzR-ZTcTA
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: ci3xUs8ZffvGhWfoioAL0Q
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: rZUK25ho_Wmgv5tRAs7LMA
2020-04-13 17:31:18.525 [main] INFO  Query.QueryTests - Score:4.0 business_id: vchjO0Vs5FwW2tpFnCimqg
2020-04-13 17:31:18.526 [main] INFO  Query.QueryTests - Score:4.0 business_id: WJVDUT13ZpB698C8VN6tww
2020-04-13 17:31:18.526 [main] INFO  Query.QueryTests - Score:4.0 business_id: OippW8-KgpIfH6C_tP4Sog
2020-04-13 17:31:18.526 [main] INFO  Query.QueryTests - Score:4.0 business_id: 24S-aiManGfjbb-fwwi2VQ
2020-04-13 17:31:18.531 [main] INFO  Query.QueryTests - Query 16 Processing Time:5 milliseconds
2020-04-13 17:31:18.532 [main] INFO  Query.QueryTests - Score:3.0 business_id: iWxv5qyiMEhuiUozY6limg
2020-04-13 17:31:18.532 [main] INFO  Query.QueryTests - Score:3.0 business_id: iWL7uxIpLvkFm3Jv8Humuw
2020-04-13 17:31:18.532 [main] INFO  Query.QueryTests - Score:3.0 business_id: g0yeRwvJmdd-XrH9lye0ww
2020-04-13 17:31:18.532 [main] INFO  Query.QueryTests - Score:3.0 business_id: upZ9FEpOh1Pr_GY-rUh0vw
2020-04-13 17:31:18.532 [main] INFO  Query.QueryTests - Score:3.0 business_id: v3gSujyy-PB8q9pSqot2Rg
2020-04-13 17:31:18.532 [main] INFO  Query.QueryTests - Score:3.0 business_id: IgZr5wCW4gZo51dOEiyNVw
2020-04-13 17:31:18.533 [main] INFO  Query.QueryTests - Score:3.0 business_id: wJK311GrpDS9KSaPdz27hQ
2020-04-13 17:31:18.533 [main] INFO  Query.QueryTests - Score:3.0 business_id: KMIGb4GJ6BcksShOdmneWA
2020-04-13 17:31:18.533 [main] INFO  Query.QueryTests - Score:3.0 business_id: 5UgSHCX-V0iXagxUZ9LEXg
2020-04-13 17:31:18.533 [main] INFO  Query.QueryTests - Score:3.0 business_id: 5jFAsP4xlu8M2ew7qMTNVQ
2020-04-13 17:31:18.544 [main] INFO  Query.QueryTests - Query 17 Processing Time:10 milliseconds
2020-04-13 17:31:18.544 [main] INFO  Query.QueryTests - Score:4.0 business_id: 1TLZtAkDMnCvTyE4wmGWYg
2020-04-13 17:31:18.544 [main] INFO  Query.QueryTests - Score:4.0 business_id: 26hQy2RMyhYxjzmlE_dNeQ
2020-04-13 17:31:18.544 [main] INFO  Query.QueryTests - Score:4.0 business_id: AbQ5w5RWojGGblGRkdOxtw
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: _G8bMhEbhTvDJ9jXH2jCNQ
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: WsniwUYe-Xvb1mpskJttaA
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: C72oYowwfN5dHnzfa_NlDg
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: Ihz6oArpfWYP6FyycbOQqA
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: VbeBUCFZ2Amnf9E1A0BvGg
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: ZlYjeK5S9hw1bP3nLezD6Q
2020-04-13 17:31:18.545 [main] INFO  Query.QueryTests - Score:4.0 business_id: pzqkoAemPvIOim95gZ9_UQ
2020-04-13 17:31:18.547 [main] INFO  Query.QueryTests - Query 18 Processing Time:1 milliseconds
2020-04-13 17:31:18.548 [main] INFO  Query.QueryTests - Score:4.0 business_id: qABb9Wzdn51VcNHdp_Qhpg
2020-04-13 17:31:18.548 [main] INFO  Query.QueryTests - Score:4.0 business_id: apdb7MGnmnx6nGWBJ0ch_g
2020-04-13 17:31:18.548 [main] INFO  Query.QueryTests - Score:4.0 business_id: macHk8_6D11iBp2HlbhFLg
2020-04-13 17:31:18.548 [main] INFO  Query.QueryTests - Score:4.0 business_id: xZtKQ6AFLh9P7rfmjvVjhw
2020-04-13 17:31:18.548 [main] INFO  Query.QueryTests - Score:4.0 business_id: N4AIlY5runouWKCMurrnvQ
2020-04-13 17:31:18.558 [main] INFO  Query.QueryTests - Query 19 Processing Time:10 milliseconds
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: D-RQsQjEVI_w-KC7iDJd5Q
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: Ra5fI9BEAuWWaLJSfkiCiQ
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: wiPtQK7_QAkUUMQtyiaUNg
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: XSY26vVt9qvLh3SAECPzkg
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: sSEeW-U4N5TxalS58zuGrA
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: 6r2f7qd5NZBv1cLOzRVxKA
2020-04-13 17:31:18.559 [main] INFO  Query.QueryTests - Score:5.0 business_id: u6JJojkbqVlVI4NqKsL54Q
2020-04-13 17:31:18.560 [main] INFO  Query.QueryTests - Score:5.0 business_id: ATeOjZzE3VOI-RW7FUFJpQ
2020-04-13 17:31:18.560 [main] INFO  Query.QueryTests - Score:5.0 business_id: WJVDUT13ZpB698C8VN6tww
2020-04-13 17:31:18.560 [main] INFO  Query.QueryTests - Score:5.0 business_id: vtGwb-yl69LT96mHVllWeA
2020-04-13 17:31:18.563 [main] INFO  Query.QueryTests - Query 20 Processing Time:3 milliseconds
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: feBEmxRAzUW4zgCLtxzhPQ
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: 2RjQN_KV8Yv4vuTzruuL9g
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: Z1YaY_qnupcsiGMGyh1zOA
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: cv8iMGIBtawW_4Imq8qPjw
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: ToC5TBp85mILzdaco-Ttpw
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: 0_rWCynqnCcmHKrEt6qi8Q
2020-04-13 17:31:18.564 [main] INFO  Query.QueryTests - Score:3.0 business_id: -raRJtfpxvBFYTCxhIkGzg
2020-04-13 17:31:18.565 [main] INFO  Query.QueryTests - Score:3.0 business_id: weIPRz9k778J_jt8muBkdQ
2020-04-13 17:31:18.565 [main] INFO  Query.QueryTests - Score:3.0 business_id: DRH2DRochKr7_sY2YOc2GA
2020-04-13 17:31:18.565 [main] INFO  Query.QueryTests - Score:3.0 business_id: tdzRCSV_Ym3MgftaZZ3y9g
2020-04-13 17:31:18.565 [main] INFO  Query.QueryTests - ================================================================================================
2020-04-13 17:31:18.660 [main] INFO  Query.QueryTests - Testing Ranking Query
2020-04-13 17:31:18.663 [main] INFO  Query.QueryTests - Query 1 Processing Time:2 milliseconds
2020-04-13 17:31:18.664 [main] INFO  Query.QueryTests - Score:1.2905786 userId: h6sXm3sDJ4NuYY-cwFr_SA
2020-04-13 17:31:18.664 [main] INFO  Query.QueryTests - Score:1.2905786 userId: -p2ISrtcOFS87T2pkyIaNw
2020-04-13 17:31:18.664 [main] INFO  Query.QueryTests - Score:1.2905786 userId: FMLj4S6UEoSuj_bPQcER6w
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: lhhC5h8Z-Fbh9HtbweOETA
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: ql5cLAVAburs4jN_NQJWOg
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: IfSRhgASJe5Nxigd57o9Gg
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: CSn6ZZhOjLxVZZGmVlU_kw
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: FF0lNty7gIs3oPKKRqq56A
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: E66ZrWTNSRsNzvyhcmCjBg
2020-04-13 17:31:18.665 [main] INFO  Query.QueryTests - Score:1.2905786 userId: lJ_vyOAE7cYptfQGf9EHzQ
2020-04-13 17:31:18.667 [main] INFO  Query.QueryTests - Query 2 Processing Time:1 milliseconds
2020-04-13 17:31:18.667 [main] INFO  Query.QueryTests - Score:5.073532 business_id: jpaKaQsptwDbiqYcVdoNxA
2020-04-13 17:31:18.671 [main] INFO  Query.QueryTests - Query 3 Processing Time:3 milliseconds
